UnitId,CallType,CallFinalDisposition,Address,City,StationArea,Priority,ALSUnit,CallTypeGroup,SupervisorDistrict,NeighborhoodName,RowID,ReactionCategory,Year,Month,Time
T07,Alarms,Fire,2400 Block of MISSION ST,San Francisco,San Francisco,3,False,Alarm,9,Mission,212940503-T07,Prompt,2021,10,AM
KM115,Medical Incident,Code 3 Transport,200 Block of FREMONT ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Financial District/South Beach,220060956-KM115,Prompt,2022,1,AM
E35,Medical Incident,Code 3 Transport,200 Block of FREMONT ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Financial District/South Beach,220060956-E35,Prompt,2022,1,AM
54,Medical Incident,Code 2 Transport,1100 Block of LAGUNA ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,220060954-54,Prompt,2022,1,AM
E05,Medical Incident,Code 2 Transport,1100 Block of LAGUNA ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,220060954-E05,Prompt,2022,1,AM
AM108,Medical Incident,Code 2 Transport,700 Block of FOLSOM ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,220060952-AM108,Prompt,2022,1,AM
KM114,Medical Incident,Code 2 Transport,1600 Block of OCTAVIA ST,San Francisco,San Francisco,2,False,Non Life-threatening,5,Pacific Heights,220060948-KM114,Prompt,2022,1,AM
AM112,Medical Incident,Code 2 Transport,100 Block of 6TH ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,220060946-AM112,Prompt,2022,1,AM
B09,Alarms,Fire,1200 Block of SUNNYDALE AVE,San Francisco,San Francisco,3,False,Alarm,10,Visitacion Valley,220060943-B09,Prompt,2022,1,AM
AM104,Medical Incident,Code 2 Transport,500 Block of MINNA ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,220060936-AM104,Prompt,2022,1,AM
E01,Medical Incident,Code 2 Transport,500 Block of MINNA ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060936-E01,Prompt,2022,1,AM
RS1,Medical Incident,Code 2 Transport,500 Block of MINNA ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,220060936-RS1,Delay,2022,1,AM
81,Medical Incident,Code 3 Transport,2000 Block of JEFFERSON ST,San Francisco,San Francisco,2,True,Non Life-threatening,2,Marina,220060925-81,Prompt,2022,1,AM
94,Medical Incident,Patient Declined Transport,300 Block of FULTON ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Hayes Valley,220060910-94,Prompt,2022,1,AM
E41,Medical Incident,Code 2 Transport,1000 Block of CALIFORNIA ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Nob Hill,220060908-E41,Prompt,2022,1,AM
74,Medical Incident,Code 2 Transport,1000 Block of CALIFORNIA ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Nob Hill,220060908-74,Prompt,2022,1,AM
T01,Alarms,Fire,100 Block of 9TH ST,San Francisco,San Francisco,3,False,Alarm,6,South of Market,220060906-T01,Prompt,2022,1,AM
E36,Alarms,Fire,100 Block of 9TH ST,San Francisco,San Francisco,3,True,Alarm,6,South of Market,220060906-E36,Prompt,2022,1,AM
B02,Alarms,Fire,100 Block of 9TH ST,San Francisco,San Francisco,3,False,Alarm,6,South of Market,220060906-B02,Prompt,2022,1,AM
E01,Medical Incident,Medical Examiner,100 Block of 6TH ST,San Francisco,San Francisco,E,True,Non Life-threatening,6,South of Market,220060904-E01,Prompt,2022,1,AM
RC1,Medical Incident,Medical Examiner,100 Block of 6TH ST,San Francisco,San Francisco,E,True,Non Life-threatening,6,South of Market,220060904-RC1,Prompt,2022,1,AM
73,Medical Incident,Medical Examiner,100 Block of 6TH ST,San Francisco,San Francisco,E,True,Non Life-threatening,6,South of Market,220060904-73,Prompt,2022,1,AM
KM111,Traffic Collision,Against Medical Advice,EDINBURGH ST/FRANCE AV,San Francisco,San Francisco,3,False,Potentially Life-Threatening,11,Excelsior,220060893-KM111,Prompt,2022,1,AM
E43,Traffic Collision,Against Medical Advice,EDINBURGH ST/FRANCE AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,11,Excelsior,220060893-E43,Prompt,2022,1,AM
T15,Traffic Collision,Against Medical Advice,EDINBURGH ST/FRANCE AV,San Francisco,San Francisco,3,False,Potentially Life-Threatening,11,Excelsior,220060893-T15,Delay,2022,1,AM
AM130,Medical Incident,Code 2 Transport,500 Block of EDDY ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,220060892-AM130,Prompt,2022,1,AM
E03,Medical Incident,Code 2 Transport,500 Block of EDDY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060892-E03,Prompt,2022,1,AM
SORT1,Medical Incident,Fire,7TH ST/FOLSOM ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,220060880-SORT1,Prompt,2022,1,AM
68,Medical Incident,Patient Declined Transport,900 Block of SACRAMENTO ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Chinatown,220060879-68,Prompt,2022,1,AM
93,Medical Incident,Code 2 Transport,1300 Block of THOMAS AVE,San Francisco,San Francisco,E,True,Non Life-threatening,10,Bayview Hunters Point,220060873-93,Prompt,2022,1,AM
73,Traffic Collision,No Merit,GEARY BL/DIVISADERO ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,5,Japantown,220060872-73,Prompt,2022,1,AM
E10,Traffic Collision,No Merit,GEARY BL/DIVISADERO ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,5,Japantown,220060872-E10,Prompt,2022,1,AM
E42,Medical Incident,Medical Examiner,300 Block of BRIDGEVIEW DR,San Francisco,San Francisco,E,True,Non Life-threatening,10,Bayview Hunters Point,220060863-E42,Prompt,2022,1,AM
RC3,Medical Incident,Medical Examiner,300 Block of BRIDGEVIEW DR,San Francisco,San Francisco,E,True,Non Life-threatening,10,Bayview Hunters Point,220060863-RC3,Delay,2022,1,AM
AM110,Medical Incident,Medical Examiner,300 Block of BRIDGEVIEW DR,San Francisco,San Francisco,E,False,Non Life-threatening,10,Bayview Hunters Point,220060863-AM110,Prompt,2022,1,AM
AM106,Medical Incident,Medical Examiner,1500 Block of MCKINNON AV,San Francisco,San Francisco,2,False,Non Life-threatening,10,Bayview Hunters Point,220060862-AM106,Prompt,2022,1,AM
RS1,Medical Incident,No Merit,7TH ST/FOLSOM ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,220060835-RS1,Prompt,2022,1,AM
93,Medical Incident,No Merit,7TH ST/FOLSOM ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,220060835-93,Delay,2022,1,AM
SORT1,Medical Incident,No Merit,7TH ST/FOLSOM ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,220060835-SORT1,Prompt,2022,1,AM
E21,Medical Incident,Code 2 Transport,800 Block of BRODERICK ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,220060834-E21,Prompt,2022,1,AM
66,Medical Incident,Code 2 Transport,800 Block of BRODERICK ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,220060834-66,Prompt,2022,1,AM
KM111,Medical Incident,No Merit,0 Block of 29TH ST,San Francisco,San Francisco,2,False,Non Life-threatening,8,Bernal Heights,220060832-KM111,Prompt,2022,1,AM
57,Medical Incident,Code 3 Transport,100 Block of LISBON ST,San Francisco,San Francisco,2,True,Non Life-threatening,11,Excelsior,220060828-57,Prompt,2022,1,AM
E43,Medical Incident,Code 3 Transport,100 Block of LISBON ST,San Francisco,San Francisco,2,True,Non Life-threatening,11,Excelsior,220060828-E43,Prompt,2022,1,AM
E01,Medical Incident,Code 2 Transport,1100 Block of HARRISON ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060809-E01,Prompt,2022,1,AM
SCRT1,Medical Incident,Unable to Locate,DIVISADERO ST/CHESTNUT ST,San Francisco,San Francisco,1,False,Non Life-threatening,2,Marina,220060800-SCRT1,Prompt,2022,1,AM
KM114,Medical Incident,Code 2 Transport,2600 Block of MISSION ST,San Francisco,San Francisco,2,False,Non Life-threatening,9,Mission,220060794-KM114,Prompt,2022,1,AM
SCRT1,Medical Incident,Unable to Locate,JESSIE ST/5TH ST,San Francisco,San Francisco,1,False,Non Life-threatening,6,South of Market,220060792-SCRT1,Prompt,2022,1,AM
62,Medical Incident,Code 2 Transport,1300 Block of BUSH ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Nob Hill,220060787-62,Prompt,2022,1,AM
E09,Gas Leak (Natural and LP Gases),Fire,700 Block of TOLAND ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,10,Bayview Hunters Point,220060776-E09,Prompt,2022,1,AM
95,Medical Incident,No Merit,1100 Block of POTRERO AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Mission,220060773-95,Prompt,2022,1,AM
E37,Medical Incident,No Merit,1100 Block of POTRERO AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Mission,220060773-E37,Prompt,2022,1,AM
EMS6A,Medical Incident,Patient Declined Transport,1000 Block of POTRERO AVE,San Francisco,San Francisco,E,False,Non Life-threatening,9,Potrero Hill,220060772-EMS6A,Prompt,2022,1,AM
RC3,Medical Incident,Patient Declined Transport,1000 Block of POTRERO AVE,San Francisco,San Francisco,E,True,Non Life-threatening,9,Potrero Hill,220060772-RC3,Prompt,2022,1,AM
E07,Medical Incident,Patient Declined Transport,1000 Block of POTRERO AVE,San Francisco,San Francisco,E,True,Non Life-threatening,9,Potrero Hill,220060772-E07,Prompt,2022,1,AM
E37,Medical Incident,Patient Declined Transport,1000 Block of POTRERO AVE,San Francisco,San Francisco,E,True,Non Life-threatening,9,Potrero Hill,220060772-E37,Delay,2022,1,AM
AM110,Medical Incident,Patient Declined Transport,1000 Block of POTRERO AVE,San Francisco,San Francisco,E,False,Non Life-threatening,9,Potrero Hill,220060772-AM110,Prompt,2022,1,AM
E36,Medical Incident,Code 2 Transport,1300 Block of MARKET ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060768-E36,Delay,2022,1,AM
KM115,Medical Incident,Code 2 Transport,1300 Block of MARKET ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,220060768-KM115,Prompt,2022,1,AM
E17,Outside Fire,Fire,1300 Block of YOSEMITE AVE,San Francisco,San Francisco,3,True,Fire,10,Bayview Hunters Point,220060761-E17,Prompt,2022,1,AM
T01,Citizen Assist / Service Call,Fire,1200 Block of HOWARD ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,220060759-T01,Prompt,2022,1,AM
58,Medical Incident,Code 2 Transport,200 Block of CASTRO ST,San Francisco,San Francisco,2,True,Non Life-threatening,8,Castro/Upper Market,220060756-58,Prompt,2022,1,AM
E06,Medical Incident,Code 2 Transport,200 Block of CASTRO ST,San Francisco,San Francisco,2,True,Non Life-threatening,8,Castro/Upper Market,220060756-E06,Prompt,2022,1,AM
54,Medical Incident,Code 3 Transport,2000 Block of 19TH AVE,San Francisco,San Francisco,3,True,Non Life-threatening,4,Sunset/Parkside,220060753-54,Prompt,2022,1,AM
E40,Medical Incident,Code 3 Transport,2000 Block of 19TH AVE,San Francisco,San Francisco,3,True,Non Life-threatening,4,Sunset/Parkside,220060753-E40,Prompt,2022,1,AM
78,Medical Incident,Code 2 Transport,900 Block of POTRERO AVE,San Francisco,San Francisco,2,True,Non Life-threatening,10,Potrero Hill,220060752-78,Prompt,2022,1,AM
E11,Medical Incident,Code 2 Transport,24TH ST/VALENCIA ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,220060749-E11,Prompt,2022,1,AM
AM108,Medical Incident,Code 2 Transport,24TH ST/VALENCIA ST,San Francisco,San Francisco,3,False,Non Life-threatening,9,Mission,220060749-AM108,Prompt,2022,1,AM
E42,Medical Incident,Code 3 Transport,800 Block of ELLSWORTH ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Bernal Heights,220060747-E42,Prompt,2022,1,AM
72,Medical Incident,Code 3 Transport,800 Block of ELLSWORTH ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Bernal Heights,220060747-72,Prompt,2022,1,AM
62,Medical Incident,Patient Declined Transport,100 Block of 6TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060733-62,Prompt,2022,1,AM
E01,Medical Incident,Patient Declined Transport,100 Block of 6TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060733-E01,Delay,2022,1,AM
AM102,Medical Incident,Code 2 Transport,FRIDA KAHLO WY/OCEAN AV,San Francisco,San Francisco,2,False,Non Life-threatening,7,West of Twin Peaks,220060722-AM102,Prompt,2022,1,AM
T03,Medical Incident,Code 2 Transport,300 Block of TAYLOR ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,220060700-T03,Prompt,2022,1,AM
85,Medical Incident,Code 2 Transport,300 Block of TAYLOR ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060700-85,Prompt,2022,1,AM
SCRT1,Medical Incident,Patient Declined Transport,DIVISADERO ST/PACIFIC AV,San Francisco,San Francisco,1,False,Non Life-threatening,2,Pacific Heights,220060685-SCRT1,Prompt,2022,1,AM
73,Medical Incident,Code 2 Transport,100 Block of VAN NESS AVE,San Francisco,San Francisco,3,True,Non Life-threatening,5,Hayes Valley,220060677-73,Prompt,2022,1,AM
E03,Medical Incident,Code 2 Transport,100 Block of VAN NESS AVE,San Francisco,San Francisco,3,True,Non Life-threatening,5,Hayes Valley,220060677-E03,Prompt,2022,1,AM
SORT1,Medical Incident,Code 2 Transport,100 Block of VAN NESS AVE,San Francisco,San Francisco,3,False,Non Life-threatening,5,Hayes Valley,220060677-SORT1,Prompt,2022,1,AM
68,Medical Incident,Patient Declined Transport,1200 Block of CASTRO ST,San Francisco,San Francisco,3,True,Non Life-threatening,8,Noe Valley,220060675-68,Prompt,2022,1,AM
E06,Medical Incident,Patient Declined Transport,1200 Block of CASTRO ST,San Francisco,San Francisco,3,True,Non Life-threatening,8,Noe Valley,220060675-E06,Delay,2022,1,AM
E24,Medical Incident,Patient Declined Transport,1200 Block of CASTRO ST,San Francisco,San Francisco,3,False,Non Life-threatening,8,Noe Valley,220060675-E24,Prompt,2022,1,AM
74,Medical Incident,Code 2 Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060674-74,Prompt,2022,1,AM
E36,Medical Incident,Code 2 Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060674-E36,Prompt,2022,1,AM
KM114,Medical Incident,Against Medical Advice,200 Block of COLON AV,San Francisco,San Francisco,3,False,Non Life-threatening,7,West of Twin Peaks,220060656-KM114,Prompt,2022,1,AM
E15,Medical Incident,Against Medical Advice,200 Block of COLON AV,San Francisco,San Francisco,3,True,Non Life-threatening,7,West of Twin Peaks,220060656-E15,Prompt,2022,1,AM
KM113,Medical Incident,Code 2 Transport,5500 Block of 3RD ST,San Francisco,San Francisco,2,False,Non Life-threatening,10,Bayview Hunters Point,220060647-KM113,Prompt,2022,1,AM
E09,Medical Incident,Code 2 Transport,300 Block of NEVADA ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Bernal Heights,220060632-E09,Prompt,2022,1,AM
81,Medical Incident,Code 2 Transport,300 Block of NEVADA ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Bernal Heights,220060632-81,Prompt,2022,1,AM
B10,Fuel Spill,Fire,400 Block of BANKS ST,San Francisco,San Francisco,3,False,Potentially Life-Threatening,9,Bernal Heights,220060629-B10,Prompt,2022,1,AM
T09,Fuel Spill,Fire,400 Block of BANKS ST,San Francisco,San Francisco,3,False,Potentially Life-Threatening,9,Bernal Heights,220060629-T09,Prompt,2022,1,AM
E42,Fuel Spill,Fire,400 Block of BANKS ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,9,Bernal Heights,220060629-E42,Prompt,2022,1,AM
E38,Medical Incident,Code 3 Transport,1500 Block of SUTTER ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Pacific Heights,220060609-E38,Prompt,2022,1,AM
KM111,Medical Incident,Code 3 Transport,1500 Block of SUTTER ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Pacific Heights,220060609-KM111,Prompt,2022,1,AM
AM102,Medical Incident,Other,100 Block of BAY SHORE BLVD,San Francisco,San Francisco,2,False,Non Life-threatening,10,Bayview Hunters Point,220060606-AM102,Prompt,2022,1,AM
58,Medical Incident,Unable to Locate,1100 Block of PALOU AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,220060592-58,Prompt,2022,1,AM
EMS6A,Medical Incident,Unable to Locate,1100 Block of PALOU AVE,San Francisco,San Francisco,3,False,Non Life-threatening,10,Bayview Hunters Point,220060592-EMS6A,Prompt,2022,1,AM
E17,Medical Incident,Unable to Locate,1100 Block of PALOU AVE,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,220060592-E17,Prompt,2022,1,AM
54,Medical Incident,Code 2 Transport,1200 Block of BUSH ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Nob Hill,220060579-54,Prompt,2022,1,AM
KM115,Medical Incident,Code 2 Transport,300 Block of 3RD ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,Financial District/South Beach,220060557-KM115,Prompt,2022,1,AM
E03,Medical Incident,Code 2 Transport,300 Block of TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060548-E03,Prompt,2022,1,AM
72,Medical Incident,Code 2 Transport,300 Block of TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060548-72,Prompt,2022,1,AM
94,Medical Incident,Code 2 Transport,1300 Block of 46TH AVE,San Francisco,San Francisco,2,True,Non Life-threatening,4,Sunset/Parkside,220060528-94,Prompt,2022,1,AM
KM115,Medical Incident,Other,2300 Block of 16TH ST,San Francisco,San Francisco,2,False,Non Life-threatening,10,Mission,220060525-KM115,Prompt,2022,1,AM
E09,Traffic Collision,Code 2 Transport,24TH ST/POTRERO AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,9,Mission,220060524-E09,Delay,2022,1,AM
70,Traffic Collision,Code 2 Transport,24TH ST/POTRERO AV,San Francisco,San Francisco,3,True,Potentially Life-Threatening,9,Mission,220060524-70,Prompt,2022,1,AM
66,Medical Incident,Code 2 Transport,1000 Block of MISSION ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,220060515-66,Prompt,2022,1,AM
93,Medical Incident,Code 2 Transport,800 Block of GEARY ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,220060513-93,Prompt,2022,1,AM
E12,Odor (Strange / Unknown),Fire,1100 Block of SHRADER ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Haight Ashbury,220060507-E12,Prompt,2022,1,AM
68,Medical Incident,Against Medical Advice,DIAMOND ST/CLIPPER ST,San Francisco,San Francisco,3,True,Non Life-threatening,8,Noe Valley,220060497-68,Prompt,2022,1,AM
E11,Medical Incident,Against Medical Advice,DIAMOND ST/CLIPPER ST,San Francisco,San Francisco,3,True,Non Life-threatening,8,Noe Valley,220060497-E11,Prompt,2022,1,AM
73,Medical Incident,Code 2 Transport,1300 Block of STOCKTON ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Chinatown,220060472-73,Prompt,2022,1,AM
T05,Alarms,Fire,1000 Block of HAYES ST,San Francisco,San Francisco,3,False,Alarm,5,Hayes Valley,220060466-T05,Prompt,2022,1,AM
E21,Alarms,Fire,1000 Block of HAYES ST,San Francisco,San Francisco,3,True,Alarm,5,Hayes Valley,220060466-E21,Prompt,2022,1,AM
E15,Medical Incident,Code 2 Transport,OCEAN AV/CAPITOL AV,San Francisco,San Francisco,3,True,Non Life-threatening,7,West of Twin Peaks,220060464-E15,Prompt,2022,1,AM
74,Medical Incident,Code 2 Transport,OCEAN AV/CAPITOL AV,San Francisco,San Francisco,3,True,Non Life-threatening,7,West of Twin Peaks,220060464-74,Prompt,2022,1,AM
70,Medical Incident,Unable to Locate,10TH ST/FOLSOM ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,220060459-70,Prompt,2022,1,AM
78,Medical Incident,Code 2 Transport,500 Block of MINNA ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,220060455-78,Prompt,2022,1,AM
KM112,Traffic Collision,Code 2 Transport,PRESIDIO AV/PINE ST,San Francisco,San Francisco,3,False,Potentially Life-Threatening,2,Presidio Heights,220060453-KM112,Prompt,2022,1,AM
73,Traffic Collision,Code 2 Transport,PRESIDIO AV/PINE ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,2,Presidio Heights,220060453-73,Delay,2022,1,AM
E10,Traffic Collision,Code 2 Transport,PRESIDIO AV/PINE ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,2,Presidio Heights,220060453-E10,Prompt,2022,1,AM
54,Medical Incident,Code 2 Transport,5TH ST/MINT PZ,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060446-54,Prompt,2022,1,AM
E01,Medical Incident,Code 2 Transport,5TH ST/MINT PZ,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,220060446-E01,Prompt,2022,1,AM
E17,Alarms,Fire,1400 Block of WALLACE AV,San Francisco,San Francisco,3,True,Alarm,10,Bayview Hunters Point,220060437-E17,Prompt,2022,1,AM
B06,Alarms,Fire,1400 Block of WALLACE AV,San Francisco,San Francisco,3,False,Alarm,10,Bayview Hunters Point,220060437-B06,Delay,2022,1,AM
T17,Alarms,Fire,1400 Block of WALLACE AV,San Francisco,San Francisco,3,False,Alarm,10,Bayview Hunters Point,220060437-T17,Prompt,2022,1,AM
B10,Alarms,Fire,1400 Block of WALLACE AV,San Francisco,San Francisco,3,False,Alarm,10,Bayview Hunters Point,220060437-B10,Delay,2022,1,AM
AM102,Medical Incident,Code 2 Transport,CALL BOX: SAN JOSE AV/SANTA YNEZ AV,San Francisco,San Francisco,2,False,Non Life-threatening,11,Outer Mission,220060431-AM102,Prompt,2022,1,AM
T09,Medical Incident,No Merit,800 Block of TOLAND ST,San Francisco,San Francisco,3,False,Non Life-threatening,10,Bayview Hunters Point,220060426-T09,Delay,2022,1,AM
RC3,Medical Incident,No Merit,800 Block of TOLAND ST,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,220060426-RC3,Prompt,2022,1,AM
B10,Medical Incident,No Merit,800 Block of TOLAND ST,San Francisco,San Francisco,3,False,Non Life-threatening,10,Bayview Hunters Point,220060426-B10,Delay,2022,1,AM
74,Medical Incident,No Merit,800 Block of TOLAND ST,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,220060426-74,Delay,2022,1,AM
E09,Medical Incident,No Merit,800 Block of TOLAND ST,San Francisco,San Francisco,3,True,Non Life-threatening,10,Bayview Hunters Point,220060426-E09,Delay,2022,1,AM
B04,Alarms,Fire,2600 Block of GREEN ST,San Francisco,San Francisco,3,False,Alarm,2,Marina,220060423-B04,Prompt,2022,1,AM
E16,Alarms,Fire,2600 Block of GREEN ST,San Francisco,San Francisco,3,True,Alarm,2,Marina,220060423-E16,Prompt,2022,1,AM
E34,Outside Fire,Fire,GREAT HY/FULTON ST,San Francisco,San Francisco,3,True,Fire,1,Outer Richmond,220060415-E34,Prompt,2022,1,AM
72,Medical Incident,SFPD,STEUART ST/MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,220060412-72,Prompt,2022,1,AM
E35,Medical Incident,SFPD,STEUART ST/MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,220060412-E35,Delay,2022,1,AM
85,Medical Incident,Code 2 Transport,200 Block of KING ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Mission Bay,220060405-85,Prompt,2022,1,AM
95,Medical Incident,Code 2 Transport,100 Block of 19TH AVE,San Francisco,San Francisco,2,True,Non Life-threatening,1,Outer Richmond,220060388-95,Prompt,2022,1,AM
E05,Other,Fire,GEARY BL/STEINER ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Western Addition,220060385-E05,Prompt,2022,1,AM
KM104,Medical Incident,Code 2 Transport,400 Block of EDDY ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,Tenderloin,220060382-KM104,Prompt,2022,1,AM
68,Medical Incident,Code 2 Transport,0 Block of JACK LONDON AL,San Francisco,San Francisco,3,True,Non Life-threatening,6,Financial District/South Beach,220060377-68,Prompt,2022,1,AM
E08,Medical Incident,Code 2 Transport,0 Block of JACK LONDON AL,San Francisco,San Francisco,3,True,Non Life-threatening,6,Financial District/South Beach,220060377-E08,Prompt,2022,1,AM
KM113,Medical Incident,Unable to Locate,HYDE ST/CALIFORNIA ST,San Francisco,San Francisco,2,False,Non Life-threatening,3,Nob Hill,220060376-KM113,Prompt,2022,1,AM
E17,Outside Fire,Fire,1600 Block of DONNER AV,San Francisco,San Francisco,3,True,Fire,10,Bayview Hunters Point,220060371-E17,Prompt,2022,1,AM
93,Medical Incident,Code 2 Transport,1600 Block of EDDY ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,220060370-93,Prompt,2022,1,AM
94,Medical Incident,Code 2 Transport,THE EMBARCADERO SOU/HOWARD ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Financial District/South Beach,220060369-94,Prompt,2022,1,AM
56,Medical Incident,Code 2 Transport,1300 Block of CALIFORNIA ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,Nob Hill,220060367-56,Prompt,2022,1,AM
T02,Citizen Assist / Service Call,Fire,1400 Block of LEAVENWORTH ST,San Francisco,San Francisco,2,False,Non Life-threatening,3,Russian Hill,220060347-T02,Prompt,2022,1,AM
93,Medical Incident,Gone on Arrival,1300 Block of MARKET ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,220060344-93,Prompt,2022,1,AM
E40,Electrical Hazard,Fire,2100 Block of 24TH AVE,San Francisco,San Francisco,3,False,Potentially Life-Threatening,4,Sunset/Parkside,211140094-E40,Prompt,2021,4,AM
B01,Alarms,Fire,0 Block of ESSEX ST,San Francisco,San Francisco,3,False,Alarm,6,Financial District/South Beach,220060340-B01,Prompt,2022,1,AM
E08,Alarms,Fire,0 Block of ESSEX ST,San Francisco,San Francisco,3,True,Alarm,6,Financial District/South Beach,220060340-E08,Prompt,2022,1,AM
T08,Alarms,Fire,0 Block of ESSEX ST,San Francisco,San Francisco,3,False,Alarm,6,Financial District/South Beach,220060340-T08,Delay,2022,1,AM
B05,Alarms,Fire,800 Block of PRESIDIO AVE,San Francisco,San Francisco,3,False,Alarm,5,Presidio Heights,220060331-B05,Prompt,2022,1,AM
T10,Alarms,Fire,800 Block of PRESIDIO AVE,San Francisco,San Francisco,3,False,Alarm,5,Presidio Heights,220060331-T10,Prompt,2022,1,AM
E10,Alarms,Fire,800 Block of PRESIDIO AVE,San Francisco,San Francisco,3,True,Alarm,5,Presidio Heights,220060331-E10,Prompt,2022,1,AM
E03,Medical Incident,Code 2 Transport,900 Block of GEARY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,220060322-E03,Prompt,2022,1,AM
KM112,Medical Incident,Code 2 Transport,900 Block of GEARY ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,220060322-KM112,Prompt,2022,1,AM
SCRT6,Medical Incident,Fire,1200 Block of COLUMBUS AVE,San Francisco,San Francisco,1,False,Non Life-threatening,2,Russian Hill,220060314-SCRT6,Prompt,2022,1,AM
